id,problem,answer
43,https://pubs.rsna.org/doi/10.1148/radiol.2211991840,https://pubs.rsna.org/doi/10.1148/radiol.2222991841
44,https://pubs.rsna.org/doi/10.1148/radiol.2212001469,https://pubs.rsna.org/doi/10.1148/radiol.2223001470
45,https://pubs.rsna.org/doi/10.1148/radiol.2213001597,https://pubs.rsna.org/doi/10.1148/radiol.2231001598
46,https://pubs.rsna.org/doi/10.1148/radiol.2221001613,https://pubs.rsna.org/doi/10.1148/radiol.2232001614
47,https://pubs.rsna.org/doi/10.1148/radiol.2222000970,https://pubs.rsna.org/doi/10.1148/radiol.2233000971
48,https://pubs.rsna.org/doi/10.1148/radiol.2223001706,https://pubs.rsna.org/doi/10.1148/radiol.2241001707
49,https://pubs.rsna.org/doi/10.1148/radiol.2231010265,https://pubs.rsna.org/doi/10.1148/radiol.2242010266
50,https://pubs.rsna.org/doi/10.1148/radiol.2232001704,https://pubs.rsna.org/doi/10.1148/radiol.2243001705
51,https://pubs.rsna.org/doi/10.1148/radiol.2233010373,https://pubs.rsna.org/doi/10.1148/radiol.2251010374
52,https://pubs.rsna.org/doi/10.1148/radiol.2241010497,https://pubs.rsna.org/doi/10.1148/radiol.2252010498
53,https://pubs.rsna.org/doi/10.1148/radiol.2242010662,https://pubs.rsna.org/doi/10.1148/radiol.2253010663
54,https://pubs.rsna.org/doi/10.1148/radiol.2243010713,https://pubs.rsna.org/doi/10.1148/radiol.2261010714
55,https://pubs.rsna.org/doi/10.1148/radiol.2251010623,https://pubs.rsna.org/doi/10.1148/radiol.2262010624
56,https://pubs.rsna.org/doi/10.1148/radiol.2252001844,https://pubs.rsna.org/doi/10.1148/radiol.2263001845
57,https://pubs.rsna.org/doi/10.1148/radiol.2253010937,https://pubs.rsna.org/doi/10.1148/radiol.2271010938
58,https://pubs.rsna.org/doi/10.1148/radiol.2261010486,https://pubs.rsna.org/doi/10.1148/radiol.2272010487
59,https://pubs.rsna.org/doi/10.1148/radiol.2262011417,https://pubs.rsna.org/doi/10.1148/radiol.2273011418
60,https://pubs.rsna.org/doi/10.1148/radiol.2263011428,https://pubs.rsna.org/doi/10.1148/radiol.2281011429
61,https://pubs.rsna.org/doi/10.1148/radiol.2271011951,https://pubs.rsna.org/doi/10.1148/radiol.2282011952
62,https://pubs.rsna.org/doi/10.1148/radiol.2272011828,https://pubs.rsna.org/doi/10.1148/radiol.2283011829
63,https://pubs.rsna.org/doi/10.1148/radiol.2273012170,https://pubs.rsna.org/doi/10.1148/radiol.2291012171
64,https://pubs.rsna.org/doi/10.1148/radiol.2281020153,https://pubs.rsna.org/doi/10.1148/radiol.2292020154
65,https://pubs.rsna.org/doi/10.1148/radiol.2282012158,https://pubs.rsna.org/doi/10.1148/radiol.2293012159
66,https://pubs.rsna.org/doi/10.1148/radiol.2283020941,https://pubs.rsna.org/doi/10.1148/radiol.2301020942
67,https://pubs.rsna.org/doi/10.1148/radiol.2291021107,https://pubs.rsna.org/doi/10.1148/radiol.2302021108
68,https://pubs.rsna.org/doi/10.1148/radiol.2292021087,https://pubs.rsna.org/doi/10.1148/radiol.2303021089
69,https://pubs.rsna.org/doi/10.1148/radiol.2293020672,https://pubs.rsna.org/doi/10.1148/radiol.2311020673
70,,https://pubs.rsna.org/doi/10.1148/radiol.2301021059
71,https://pubs.rsna.org/doi/10.1148/radiol.2302000925,https://pubs.rsna.org/doi/10.1148/radiol.2313000926
72,https://pubs.rsna.org/doi/10.1148/radiol.2303011975,https://pubs.rsna.org/doi/10.1148/radiol.2321011976
73,https://pubs.rsna.org/doi/10.1148/radiol.2311011863,https://pubs.rsna.org/doi/10.1148/radiol.2322011864
74,https://pubs.rsna.org/doi/10.1148/radiol.2312021093,https://pubs.rsna.org/doi/10.1148/radiol.2323021092
75,https://pubs.rsna.org/doi/10.1148/radiol.2313021247,https://pubs.rsna.org/doi/10.1148/radiol.2331021249
76,https://pubs.rsna.org/doi/10.1148/radiol.2321030140,https://pubs.rsna.org/doi/10.1148/radiol.2332030152
77,https://pubs.rsna.org/doi/10.1148/radiol.2322021616,https://pubs.rsna.org/doi/10.1148/radiol.2333021670
78,https://pubs.rsna.org/doi/10.1148/radiol.2323021607,https://pubs.rsna.org/doi/10.1148/radiol.2341021806
79,https://pubs.rsna.org/doi/10.1148/radiol.2331030615,https://pubs.rsna.org/doi/10.1148/radiol.2342030645
80,https://pubs.rsna.org/doi/10.1148/radiol.2332030694,https://pubs.rsna.org/doi/10.1148/radiol.2343030695
81,https://pubs.rsna.org/doi/10.1148/radiol.2333031837,https://pubs.rsna.org/doi/10.1148/radiol.2351031848
82,https://pubs.rsna.org/doi/10.1148/radiol.2333030507,https://pubs.rsna.org/doi/10.1148/radiol.2351030604
83,https://pubs.rsna.org/doi/10.1148/radiol.2341030041,https://pubs.rsna.org/doi/10.1148/radiol.2352030088
84,https://pubs.rsna.org/doi/10.1148/radiol.2343031029,https://pubs.rsna.org/doi/10.1148/radiol.2361031038
85,https://pubs.rsna.org/doi/10.1148/radiol.2351031033,https://pubs.rsna.org/doi/10.1148/radiol.2362031034
86,https://pubs.rsna.org/doi/10.1148/radiol.2352030939,https://pubs.rsna.org/doi/10.1148/radiol.2363031026
87,https://pubs.rsna.org/doi/10.1148/radiol.2353031756,https://pubs.rsna.org/doi/10.1148/radiol.2371031757
88,https://pubs.rsna.org/doi/10.1148/radiol.2361031923,https://pubs.rsna.org/doi/10.1148/radiol.2372031961
89,https://pubs.rsna.org/doi/10.1148/radiol.2362031360,https://pubs.rsna.org/doi/10.1148/radiol.2373031389
90,https://pubs.rsna.org/doi/10.1148/radiol.2363031746,https://pubs.rsna.org/doi/10.1148/radiol.2421060025
91,https://pubs.rsna.org/doi/10.1148/radiol.2371031850,https://pubs.rsna.org/doi/10.1148/radiol.2382031851
92,https://pubs.rsna.org/doi/10.1148/radiol.2372032122,https://pubs.rsna.org/doi/10.1148/radiol.2383032126
93,https://pubs.rsna.org/doi/10.1148/radiol.2373040055,https://pubs.rsna.org/doi/10.1148/radiol.2391040056
94,https://pubs.rsna.org/doi/10.1148/radiol.2381031087,https://pubs.rsna.org/doi/10.1148/radiol.2392031187
95,https://pubs.rsna.org/doi/10.1148/radiol.2382032019,https://pubs.rsna.org/doi/10.1148/radiol.2393032020
96,https://pubs.rsna.org/doi/10.1148/radiol.2383032039,https://pubs.rsna.org/doi/10.1148/radiol.2401032099
97,https://pubs.rsna.org/doi/10.1148/radiol.2391031991,https://pubs.rsna.org/doi/10.1148/radiol.2402031992
98,https://pubs.rsna.org/doi/10.1148/radiol.2392040109,https://pubs.rsna.org/doi/10.1148/radiol.2403040110
99,https://pubs.rsna.org/doi/10.1148/radiol.2393040164,https://pubs.rsna.org/doi/10.1148/radiol.2411040165
100,https://pubs.rsna.org/doi/10.1148/radiol.2401040202,https://pubs.rsna.org/doi/10.1148/radiol.2412040203
101,https://pubs.rsna.org/doi/10.1148/radiol.2401040298,https://pubs.rsna.org/doi/10.1148/radiol.2412040339
102,https://pubs.rsna.org/doi/10.1148/radiol.2402031953,https://pubs.rsna.org/doi/10.1148/radiol.2413032060
103,https://pubs.rsna.org/doi/10.1148/radiol.2402031666,https://pubs.rsna.org/doi/10.1148/radiol.2413031669
104,https://pubs.rsna.org/doi/10.1148/radiol.2403040402,https://pubs.rsna.org/doi/10.1148/radiol.2421040423
105,https://pubs.rsna.org/doi/10.1148/radiol.2403032007,https://pubs.rsna.org/doi/10.1148/radiol.2421032008
106,https://pubs.rsna.org/doi/10.1148/radiol.2411040644,https://pubs.rsna.org/doi/10.1148/radiol.2422040656
107,https://pubs.rsna.org/doi/10.1148/radiol.2411040407,https://pubs.rsna.org/doi/10.1148/radiol.2422040431
108,https://pubs.rsna.org/doi/10.1148/radiol.2412040787,https://pubs.rsna.org/doi/10.1148/radiol.2423040788
109,https://pubs.rsna.org/doi/10.1148/radiol.2412040774,https://pubs.rsna.org/doi/10.1148/radiol.2423040775
110,https://pubs.rsna.org/doi/10.1148/radiol.2413040426,https://pubs.rsna.org/doi/10.1148/radiol.2431040427
111,https://pubs.rsna.org/doi/10.1148/radiol.2413040394,https://pubs.rsna.org/doi/10.1148/radiol.2431040397
112,https://pubs.rsna.org/doi/10.1148/radiol.2421040358,https://pubs.rsna.org/doi/10.1148/radiol.2432040385
113,https://pubs.rsna.org/doi/10.1148/radiol.2421040914,https://pubs.rsna.org/doi/10.1148/radiol.2432040915
114,https://pubs.rsna.org/doi/10.1148/radiol.2422041037,https://pubs.rsna.org/doi/10.1148/radiol.2433041068
115,https://pubs.rsna.org/doi/10.1148/radiol.2422040925,https://pubs.rsna.org/doi/10.1148/radiol.2433040944
116,https://pubs.rsna.org/doi/10.1148/radiol.2423040789,https://pubs.rsna.org/doi/10.1148/radiol.2441040790
117,https://pubs.rsna.org/doi/10.1148/radiol.2423041210,https://pubs.rsna.org/doi/10.1148/radiol.2441041211
118,https://pubs.rsna.org/doi/10.1148/radiol.2431041505,https://pubs.rsna.org/doi/10.1148/radiol.2442041504
119,https://pubs.rsna.org/doi/10.1148/radiol.2431041241,https://pubs.rsna.org/doi/10.1148/radiol.2442041242
120,https://pubs.rsna.org/doi/10.1148/radiol.2432041268,https://pubs.rsna.org/doi/10.1148/radiol.2443041285
121,https://pubs.rsna.org/doi/10.1148/radiol.2432041498,https://pubs.rsna.org/doi/10.1148/radiol.2443041507
122,https://pubs.rsna.org/doi/10.1148/radiol.2433031732,https://pubs.rsna.org/doi/10.1148/radiol.2451031776
123,https://pubs.rsna.org/doi/10.1148/radiol.2433040851,https://pubs.rsna.org/doi/10.1148/radiol.2451040867
124,https://pubs.rsna.org/doi/10.1148/radiol.2441040493,https://pubs.rsna.org/doi/10.1148/radiol.2452040495
125,https://pubs.rsna.org/doi/10.1148/radiol.2441041585,https://pubs.rsna.org/doi/10.1148/radiol.2452041596
126,https://pubs.rsna.org/doi/10.1148/radiol.2442040714,https://pubs.rsna.org/doi/10.1148/radiol.2453040715
127,https://pubs.rsna.org/doi/10.1148/radiol.2442040998,https://pubs.rsna.org/doi/10.1148/radiol.2453040999
128,https://pubs.rsna.org/doi/10.1148/radiol.2443041652,https://pubs.rsna.org/doi/10.1148/radiol.2461041824
129,https://pubs.rsna.org/doi/10.1148/radiol.2443040001,https://pubs.rsna.org/doi/10.1148/radiol.2461040002
130,https://pubs.rsna.org/doi/10.1148/radiol.2451042032,https://pubs.rsna.org/doi/10.1148/radiol.2462042033
131,https://pubs.rsna.org/doi/10.1148/radiol.2452042154,https://pubs.rsna.org/doi/10.1148/radiol.2463042155
132,https://pubs.rsna.org/doi/10.1148/radiol.2453042091,https://pubs.rsna.org/doi/10.1148/radiol.2471042092
133,https://pubs.rsna.org/doi/10.1148/radiol.2461050100,https://pubs.rsna.org/doi/10.1148/radiol.2472050101
134,https://pubs.rsna.org/doi/10.1148/radiol.2462050506,https://pubs.rsna.org/doi/10.1148/radiol.2473050507
135,https://pubs.rsna.org/doi/10.1148/radiol.2463050320,https://pubs.rsna.org/doi/10.1148/radiol.2481050321
136,https://pubs.rsna.org/doi/10.1148/radiol.2471031096,https://pubs.rsna.org/doi/10.1148/radiol.2482031139
137,https://pubs.rsna.org/doi/10.1148/radiol.2472050724,https://pubs.rsna.org/doi/10.1148/radiol.2483050725
138,https://pubs.rsna.org/doi/10.1148/radiol.2473020675,https://pubs.rsna.org/doi/10.1148/radiol.2491020676
139,https://pubs.rsna.org/doi/10.1148/radiol.2481040408,https://pubs.rsna.org/doi/10.1148/radiol.2492040409
140,https://pubs.rsna.org/doi/10.1148/radiol.2482050025,https://pubs.rsna.org/doi/10.1148/radiol.2493050041
141,https://pubs.rsna.org/doi/10.1148/radiol.2483051196,https://pubs.rsna.org/doi/10.1148/radiol.2501051201
142,https://pubs.rsna.org/doi/10.1148/radiol.2491051864,https://pubs.rsna.org/doi/10.1148/radiol.2502051865
143,https://pubs.rsna.org/doi/10.1148/radiol.2492071023,https://pubs.rsna.org/doi/10.1148/radiol.2503071024
144,https://pubs.rsna.org/doi/10.1148/radiol.2493071391,https://pubs.rsna.org/doi/10.1148/radiol.2511071390
145,https://pubs.rsna.org/doi/10.1148/radiol.2501071143,https://pubs.rsna.org/doi/10.1148/radiol.2512071142
146,https://pubs.rsna.org/doi/10.1148/radiol.2502071233,https://pubs.rsna.org/doi/10.1148/radiol.2513071235
147,https://pubs.rsna.org/doi/10.1148/radiol.2503080092,https://pubs.rsna.org/doi/10.1148/radiol.2521080095
148,https://pubs.rsna.org/doi/10.1148/radiol.2511080364,https://pubs.rsna.org/doi/10.1148/radiol.2522080365
149,https://pubs.rsna.org/doi/10.1148/radiol.2512080401,https://pubs.rsna.org/doi/10.1148/radiol.2523080402
150,https://pubs.rsna.org/doi/10.1148/radiol.2513072189,https://pubs.rsna.org/doi/10.1148/radiol.2531080011
151,https://pubs.rsna.org/doi/10.1148/radiol.2521080597,https://pubs.rsna.org/doi/10.1148/radiol.2532080598
152,https://pubs.rsna.org/doi/10.1148/radiol.2522081925,https://pubs.rsna.org/doi/10.1148/radiol.2533081926
153,https://pubs.rsna.org/doi/10.1148/radiol.2523082142,https://pubs.rsna.org/doi/10.1148/radiol.2541082143
154,https://pubs.rsna.org/doi/10.1148/radiol.2531081659,https://pubs.rsna.org/doi/10.1148/radiol.2542081660
155,https://pubs.rsna.org/doi/10.1148/radiol.2532082061,https://pubs.rsna.org/doi/10.1148/radiol.09082062
156,https://pubs.rsna.org/doi/10.1148/radiol.2533090089,https://pubs.rsna.org/doi/10.1148/radiol.09090090
157,https://pubs.rsna.org/doi/10.1148/radiol.2541082210,https://pubs.rsna.org/doi/10.1148/radiol.10082211
158,https://pubs.rsna.org/doi/10.1148/radio1.09081541,https://pubs.rsna.org/doi/10.1148/radiol.10081543
159,https://pubs.rsna.org/doi/10.1148/radiol.09091169,https://pubs.rsna.org/doi/10.1148/radiol.10091170
160,https://pubs.rsna.org/doi/10.1148/radiol.09081906,https://pubs.rsna.org/doi/10.1148/radiol.10081907
161,https://pubs.rsna.org/doi/10.1148/radiol.10081035,https://pubs.rsna.org/doi/10.1148/radiol.10081066
162,https://pubs.rsna.org/doi/10.1148/radiol.10090047,https://pubs.rsna.org/doi/10.1148/radiol.10090048
163,https://pubs.rsna.org/doi/10.1148/radiol.10090854,https://pubs.rsna.org/doi/10.1148/radiol.10090856
164,https://pubs.rsna.org/doi/10.1148/radiol.10091018,https://pubs.rsna.org/doi/10.1148/radiol.10091019
165,https://pubs.rsna.org/doi/10.1148/radiol.10090701,https://pubs.rsna.org/doi/10.1148/radiol.10090702
166,https://pubs.rsna.org/doi/10.1148/radiol.10082168,https://pubs.rsna.org/doi/10.1148/radiol.10082169
167,https://pubs.rsna.org/doi/10.1148/radiol.10091146,https://pubs.rsna.org/doi/10.1148/radiol.10091148
168,https://pubs.rsna.org/doi/10.1148/radiol.10092143,https://pubs.rsna.org/doi/10.1148/radiol.10092219
169,https://pubs.rsna.org/doi/10.1148/radiol.10092047,https://pubs.rsna.org/doi/10.1148/radiol.10092048
170,https://pubs.rsna.org/doi/10.1148/radiol.10090785,https://pubs.rsna.org/doi/10.1148/radiol.10090786
171,https://pubs.rsna.org/doi/10.1148/radiol.10092010,https://pubs.rsna.org/doi/10.1148/radiol.11092009
172,https://pubs.rsna.org/doi/10.1148/radiol.10100183,https://pubs.rsna.org/doi/10.1148/radiol.11100185
173,https://pubs.rsna.org/doi/10.1148/radiol.11090528,https://pubs.rsna.org/doi/10.1148/radiol.11090557
174,https://pubs.rsna.org/doi/10.1148/radiol.11100008,https://pubs.rsna.org/doi/10.1148/radiol.11100117
175,https://pubs.rsna.org/doi/10.1148/radiol.11091150,https://pubs.rsna.org/doi/10.1148/radiol.11091151
176,https://pubs.rsna.org/doi/10.1148/radiol.11091984,https://pubs.rsna.org/doi/10.1148/radiol.11092052
177,https://pubs.rsna.org/doi/10.1148/radiol.11102045,https://pubs.rsna.org/doi/10.1148/radiol.11102046
178,https://pubs.rsna.org/doi/10.1148/radiol.11091972,https://pubs.rsna.org/doi/10.1148/radiol.11092104
179,https://pubs.rsna.org/doi/10.1148/radiol.11102325,https://pubs.rsna.org/doi/10.1148/radiol.11102324
180,,https://pubs.rsna.org/doi/10.1148/radiol.12092468
181,https://pubs.rsna.org/doi/10.1148/radiol.11101410,https://pubs.rsna.org/doi/10.1148/radiol.12101436
182,https://pubs.rsna.org/doi/10.1148/radiol.11103539,https://pubs.rsna.org/doi/10.1148/radiol.12103540
183,https://pubs.rsna.org/doi/10.1148/radiol.11110586,https://pubs.rsna.org/doi/10.1148/radiol.12110585
184,https://pubs.rsna.org/doi/10.1148/radiol.12110411,https://pubs.rsna.org/doi/10.1148/radiol.12110413
185,https://pubs.rsna.org/doi/10.1148/radiol.12102424,https://pubs.rsna.org/doi/10.1148/radiol.12102425
186,https://pubs.rsna.org/doi/10.1148/radiol.12092475,https://pubs.rsna.org/doi/10.1148/radiol.12100118
187,https://pubs.rsna.org/doi/10.1148/radiol.12102044,https://pubs.rsna.org/doi/10.1148/radiol.12102051
188,https://pubs.rsna.org/doi/10.1148/radiol.12111236,https://pubs.rsna.org/doi/10.1148/radiol.12111246
189,https://pubs.rsna.org/doi/10.1148/radiol.12111842,https://pubs.rsna.org/doi/10.1148/radiol.12111841
190,https://pubs.rsna.org/doi/10.1148/radiol.12110393,https://pubs.rsna.org/doi/10.1148/radiol.12110495
191,https://pubs.rsna.org/doi/10.1148/radiol.12103507,https://pubs.rsna.org/doi/10.1148/radiol.12110071
192,https://pubs.rsna.org/doi/10.1148/radiol.12111735,https://pubs.rsna.org/doi/10.1148/radiol.13111801
193,https://pubs.rsna.org/doi/10.1148/radiol.12111135,https://pubs.rsna.org/doi/10.1148/radiol.13111136
194,https://pubs.rsna.org/doi/10.1148/radiol.12120307,https://pubs.rsna.org/doi/10.1148/radiol.13120309
195,https://pubs.rsna.org/doi/10.1148/radiol.12120434,https://pubs.rsna.org/doi/10.1148/radiol.13120510
196,https://pubs.rsna.org/doi/10.1148/radiol.13134042,https://pubs.rsna.org/doi/10.1148/radiol.13121380
197,https://pubs.rsna.org/doi/10.1148/radiol.13120842,https://pubs.rsna.org/doi/10.1148/radiol.13120843
198,https://pubs.rsna.org/doi/10.1148/radiol.13121178,https://pubs.rsna.org/doi/10.1148/radiol.13121315
199,https://pubs.rsna.org/doi/10.1148/radiol.13121096,https://pubs.rsna.org/doi/10.1148/radiol.13121187
200,https://pubs.rsna.org/doi/10.1148/radiol.13120809,https://pubs.rsna.org/doi/10.1148/radiol.13120927
201,https://pubs.rsna.org/doi/10.1148/radiol.13120918,https://pubs.rsna.org/doi/10.1148/radiol.13120919
202,https://pubs.rsna.org/doi/10.1148/radiol.13110153,https://pubs.rsna.org/doi/10.1148/radiol.13110419
203,https://pubs.rsna.org/doi/10.1148/radiol.13112687,https://pubs.rsna.org/doi/10.1148/radiol.13112688
204,https://pubs.rsna.org/doi/10.1148/radiol.13120839,https://pubs.rsna.org/doi/10.1148/radiol.14120840
205,https://pubs.rsna.org/doi/10.1148/radiol.13120635,https://pubs.rsna.org/doi/10.1148/radiol.14120636
206,https://pubs.rsna.org/doi/10.1148/radiol.13110857,https://pubs.rsna.org/doi/10.1148/radiol.14110856
207,https://pubs.rsna.org/doi/10.1148/radiol.13112741,https://pubs.rsna.org/doi/10.1148/radiol.14120419
208,https://pubs.rsna.org/doi/10.1148/radiol.14121644,https://pubs.rsna.org/doi/10.1148/radiol.14121842
209,https://pubs.rsna.org/doi/10.1148/radiol.14112330,https://pubs.rsna.org/doi/10.1148/radiol.14112328
210,https://pubs.rsna.org/doi/10.1148/radiol.14121806,https://pubs.rsna.org/doi/10.1148/radiol.14121326
211,https://pubs.rsna.org/doi/10.1148/radiol.14130948,https://pubs.rsna.org/doi/10.1148/radiol.14130949
212,https://pubs.rsna.org/doi/10.1148/radiol.14131354,https://pubs.rsna.org/doi/10.1148/radiol.14131355
213,https://pubs.rsna.org/doi/10.1148/radiol.14110885,https://pubs.rsna.org/doi/10.1148/radiol.14110919
214,https://pubs.rsna.org/doi/10.1148/radiol.14132277,https://pubs.rsna.org/doi/10.1148/radiol.14132405
215,https://pubs.rsna.org/doi/10.1148/radiol.12122693,https://pubs.rsna.org/doi/10.1148/radiol.14122800
216,https://pubs.rsna.org/doi/10.1148/radiol.14122158,https://pubs.rsna.org/doi/10.1148/radiol.15122159
217,https://pubs.rsna.org/doi/10.1148/radiol.14131965,https://pubs.rsna.org/doi/10.1148/radiol.15132130
218,https://pubs.rsna.org/doi/10.1148/radiol.14122723,https://pubs.rsna.org/doi/10.1148/radiol.2015122724
219,https://pubs.rsna.org/doi/10.1148/radiol.14131223,https://pubs.rsna.org/doi/10.1148/radiol.2015131224
220,https://pubs.rsna.org/doi/10.1148/radiol.15131128,https://pubs.rsna.org/doi/10.1148/radiol.2015131288
221,https://pubs.rsna.org/doi/10.1148/radiol.2015132797,https://pubs.rsna.org/doi/10.1148/radiol.2015132798
222,https://pubs.rsna.org/doi/10.1148/radiol.2015131417,https://pubs.rsna.org/doi/10.1148/radiol.2015131662
223,https://pubs.rsna.org/doi/10.1148/radiol.2015140144,https://pubs.rsna.org/doi/10.1148/radiol.2015140145
224,https://pubs.rsna.org/doi/10.1148/radiol.2015131672,https://pubs.rsna.org/doi/10.1148/radiol.2015131751
225,https://pubs.rsna.org/doi/10.1148/radiol.2015130252,https://pubs.rsna.org/doi/10.1148/radiol.2015130251
226,https://pubs.rsna.org/doi/10.1148/radiol.2014140822,https://pubs.rsna.org/doi/10.1148/radiol.2015140889
227,https://pubs.rsna.org/doi/10.1148/radiol.2015141474,https://pubs.rsna.org/doi/10.1148/radiol.2016141475
228,https://pubs.rsna.org/doi/10.1148/radiol.2015132279,https://pubs.rsna.org/doi/10.1148/radiol.2016132280
229,https://pubs.rsna.org/doi/10.1148/radiol.2015140300,https://pubs.rsna.org/doi/10.1148/radiol.2016140303
